index,Model,Brand,Price,Odometer,Paint color,Condition,Fuel,Transmission,Type
4770,2007,Chevy,23000,104900,white,good,gas,automatic,van
4771,2003,gmc,5200,137000,white,good,gas,automatic,SUV
4772,2004,bmw,5000,110597,grey,good,gas,automatic,convertible
4773,2007,toyota,7500,1970000,blue,good,gas,automatic,SUV
4774,2006,volkswagen,3500,171645,grey,good,gas,automatic,sedan
4775,2003,mercedes,1500,200000,white,good,gas,automatic,sedan
4776,1999,Honda,3100,192000,white,good,gas,automatic,sedan
4777,2015,Ram,34000,127000,black,good,diesel,automatic,pickup
4778,1996,dodge,3000,200000,red,good,gas,automatic,pickup
4779,1996,Cutlass,2800,83000,blue,good,gas,automatic,coupe
4780,2010,nissan,5995,65952,silver,good,gas,automatic,sedan
4781,1991,jeep,3250,175245,black,good,gas,automatic,SUV
4782,1986,F350,5200,84784,white,good,gas,manual,truck
4784,1998,Ford,5999,68620,white,good,gas,automatic,sedan
4785,2003,chevrolet,900,144440,white,fair,gas,automatic,van
4786,1999,honda,2600,209000,silver,good,gas,automatic,sedan
4787,2001,kia,650,200000,grey,fair,gas,automatic,SUV
4788,2005,ford,6800,169301,white,fair,diesel,automatic,truck
4789,2001,Ford,7000,308000,yellow,salvage,diesel,automatic,truck
4790,1999,GMC,1500,166000,red,good,gas,automatic,SUV
4791,2006,bmw,2500,129000,black,fair,gas,automatic,SUV
4792,1997,bmw,1000,160000,black,fair,gas,automatic,sedan
4793,2004,dodge,19000,210000,white,good,diesel,automatic,truck
4794,1996,cadillac,2000,169088,green,good,gas,automatic,sedan
4795,2008,ford,4000,160000,green,salvage,gas,automatic,SUV
4796,2002,Chevy,3500,168360,silver,good,gas,manual,sedan
4797,2000,Ford,8100,190000,black,good,gas,automatic,truck
4798,2003,Toyota,7900,266000,black,good,gas,manual,truck
4799,1977,fiat,3500,60000,red,fair,gas,manual,convertible
4800,2005,infiniti,2800,177865,black,good,gas,automatic,sedan
4801,2016,toyota,35500,97000,black,good,gas,automatic,SUV
4802,2013,HONDA,12900,132663,grey,good,gas,automatic,coupe
4803,1995,F,6000,306000,white,good,diesel,automatic,pickup
4804,2017,dodge,17988,101572,black,good,gas,automatic,sedan
4805,2003,Mazda,3400,128678,silver,good,gas,automatic,SUV
4806,2003,subaru,4988,174608,green,good,gas,automatic,wagon
4807,2017,Hyundai,15500,66258,white,good,gas,automatic,hatchback
4808,1995,Mercedes,8500,150000,red,good,gas,automatic,convertible
4809,1995,Mercedes,4000,83000,grey,good,gas,automatic,sedan
4810,2014,2014,25000,139000,white,good,diesel,automatic,truck
4811,2014,Subaru,16997,51520,white,good,gas,manual,wagon
4812,2006,Chrysler,8997,94801,grey,good,gas,automatic,SUV
4813,2014,Kia,12997,134584,blue,good,gas,automatic,SUV
4814,2018,RAM,31991,86274,black,good,gas,automatic,truck
4815,2006,Chrysler,5988,85679,red,good,gas,automatic,convertible
4817,2005,Ford,2500,173600,blue,good,gas,automatic,SUV
4818,2001,Dodge,17700,199000,red,good,diesel,manual,truck
4819,2000,2000,1200,164000,grey,fair,gas,automatic,coupe
4820,2010,chevrolet,14995,180279,grey,good,gas,automatic,truck
4821,2002,Ford,15000,287500,red,good,diesel,automatic,truck
4822,2011,nissan,9000,99463,purple,good,gas,automatic,SUV
4823,2011,ford,5600,209000,white,good,gas,automatic,sedan
4824,2000,ford,1100,224000,red,good,gas,manual,sedan
4825,2015,jeep,33000,88600,black,good,gas,automatic,SUV
4826,2006,dodge,25,300000,red,good,diesel,automatic,pickup
4827,2013,Subaru,16900,74592,silver,good,gas,automatic,wagon
4828,2003,dodge,3000,150000,blue,good,gas,manual,sedan
4829,2005,jaguar,5000,76900,silver,good,gas,automatic,wagon
4830,2005,ford,2500,190000,red,fair,gas,manual,truck
4831,2013,vw,12000,130670,blue,good,gas,automatic,SUV
4832,2008,dodge,1600,148000,grey,good,gas,automatic,sedan
4833,2001,dodge,3200,383643,white,good,gas,automatic,pickup
4834,2012,Subaru,14995,140000,brown,good,gas,automatic,wagon
4835,2007,ford,9500,125000,red,good,gas,manual,coupe
4836,2004,bmw,4500,146000,silver,good,gas,automatic,sedan
4837,2002,2002,5000,43476,red,good,gas,automatic,sedan
4838,2016,chevrolet,34900,109530,red,good,gas,automatic,truck
4839,2013,jeep,15750,130000,white,good,gas,automatic,SUV
4840,2012,ford,3500,139000,white,good,gas,automatic,sedan
4841,2017,BMW,38999,38105,black,good,gas,other,sedan
4842,2020,Kia,42999,27275,white,good,gas,automatic,hatchback
4843,2018,Dodge,39499,29296,white,good,gas,automatic,hatchback
4845,2008,ford,9497,139000,blue,good,gas,automatic,SUV
4846,2018,Mercedes-Benz,32990,18918,black,good,other,other,coupe
4848,2013,Chevrolet,18998,95314,white,good,gas,automatic,truck
4849,2015,Dodge,16998,80946,white,good,gas,automatic,wagon
4850,2015,GMC,19998,112169,white,good,gas,automatic,truck
4851,2014,Ford,17998,123481,white,good,gas,automatic,truck
4852,2015,Dodge,17498,79026,black,good,gas,automatic,wagon
4853,2015,Volkswagen,19990,49219,black,good,gas,automatic,wagon
4854,2001,volvo,700,228600,black,fair,gas,automatic,wagon
4855,2013,Mercedes-Benz,27990,58846,black,good,gas,automatic,SUV
4857,2008,gmc,10900,212120,brown,good,gas,automatic,SUV
4858,2005,Volvo,5000,186500,black,good,gas,manual,sedan
4859,2007,chevrolet,11950,119729,white,good,gas,automatic,truck
4861,2020,Chevrolet,25990,1785,black,good,gas,other,hatchback
4862,2013,Nissan,15590,75439,white,good,other,automatic,hatchback
4863,2016,jeep,33900,62000,white,good,gas,automatic,SUV
4864,2011,chevrolet,12950,121729,silver,fair,gas,automatic,truck
4865,2019,MINI,33590,16706,red,good,other,other,hatchback
4970,2016,Lexus,39990,22364,white,good,other,other,coupe
4971,2014,Chevrolet,31990,58967,black,good,gas,automatic,pickup
4972,2014,Chevrolet,34590,647,red,good,gas,automatic,coupe
4973,2017,Honda,19590,30023,black,good,other,automatic,hatchback
4975,2014,Mercedes-Benz,27990,23921,white,good,other,automatic,coupe
4976,1998,gmc,3500,138622,red,good,gas,manual,truck
4978,2021,Kia,33990,3781,red,good,other,other,sedan
4979,1982,1982,3000,166000,red,good,diesel,manual,hatchback
4980,2019,Volkswagen,27990,4017,blue,good,other,other,sedan
4982,2005,toyota,5000,148500,silver,good,gas,automatic,sedan
4983,2012,Toyota,24990,70801,silver,good,other,other,pickup
4985,2019,Ford,30990,35653,white,good,gas,other,van
4986,2014,hyundai,16200,85000,silver,good,gas,automatic,SUV
4987,2019,Nissan,24990,20480,white,good,other,other,pickup
4990,2016,INFINITI,23990,53396,white,good,gas,automatic,hatchback
4992,2019,Nissan,28990,21054,black,good,gas,other,pickup
4994,2007,Toyota,8200,143000,white,good,gas,automatic,SUV
4995,2012,Nissan,18990,45215,purple,good,gas,automatic,hatchback
4996,2016,Kia,16990,37744,blue,good,gas,automatic,hatchback
4998,2019,Alfa,31990,10153,white,good,other,other,sedan
4999,2013,Audi,22990,59767,black,good,other,automatic,coupe
5000,2016,MINI,28990,23092,black,good,gas,other,hatchback
5001,2015,BMW,28990,67171,black,good,gas,other,coupe
5002,1989,1989,1500,80000,red,good,gas,automatic,sedan
5003,2001,toyota,8000,171000,white,good,gas,automatic,SUV
5004,2015,Mercedes,30000,81500,black,good,diesel,automatic,van
5005,2006,HONDA,10600,158771,red,good,gas,automatic,sedan
5006,2014,Audi,14000,71721,white,good,gas,automatic,sedan
5007,1999,honda,2000,165000,green,good,gas,automatic,coupe
5008,1969,1969,5000,10,red,good,gas,manual,convertible
5009,2000,bmw,4499,124941,white,good,gas,automatic,sedan
5010,2017,Nissan,13000,53651,silver,good,gas,automatic,truck
5011,2011,mazda,4000,176000,black,good,gas,manual,hatchback
5012,1951,1951,6500,53000,black,good,gas,manual,coupe
5013,1999,gmc,2250,191268,black,fair,gas,automatic,SUV
5014,2007,2007,3800,160000,grey,fair,gas,automatic,truck
5015,2007,toyota,16800,168266,silver,good,gas,automatic,truck
5016,1999,toyota,1250,265000,black,fair,gas,automatic,SUV
5017,1996,dodge,8000,266800,white,good,diesel,manual,pickup
5018,2010,lincoln,6250,146500,black,good,gas,automatic,SUV
5019,1973,chevrolet,2500,130433,green,good,gas,manual,pickup
5020,2011,audi,9999,128000,blue,good,gas,automatic,wagon
5021,2003,ford,13000,195572,red,good,diesel,automatic,pickup
5022,2012,ford,13900,137135,white,good,gas,automatic,van
5023,2001,honda,2992,219913,blue,good,gas,automatic,SUV
5024,1996,Ford,6500,188000,brown,good,gas,manual,truck
5025,2006,honda,5800,22400,grey,good,gas,automatic,pickup
5026,2004,chevrolet,2000,143744,red,good,gas,automatic,sedan
5027,2010,ford,3800,177000,silver,fair,gas,automatic,sedan
5028,2006,Chevrolet,8900,135252,white,good,gas,automatic,pickup
5029,2016,KIA,10900,108915,blue,good,gas,automatic,hatchback
5030,1995,infiniti,1500,167500,silver,good,gas,manual,coupe
5031,2002,toyota,4800,158000,blue,good,hybrid,automatic,sedan
5032,2014,jeep,11250,80701,grey,good,gas,automatic,SUV
5033,2015,Ford,43950,73100,white,good,diesel,automatic,pickup
5034,2001,CHEVROLET,3500,213020,grey,good,gas,automatic,SUV
5035,2008,nissan,5999,140000,black,good,gas,automatic,sedan
5036,2005,toyota,12900,194000,white,good,gas,automatic,SUV
5037,1980,Toyota,14900,83000,blue,good,gas,manual,pickup
5038,1939,Opera,10000,55772,black,good,gas,manual,coupe
5039,2007,bmw,4500,120000,blue,fair,gas,automatic,wagon
5040,2000,dodge,10900,360000,white,good,diesel,manual,pickup
5041,2005,Lexus,14000,196800,silver,good,gas,automatic,SUV
5042,2003,subaru,2500,340374,red,good,gas,automatic,SUV
5043,1989,ford,8000,79000,orange,good,gas,automatic,van
5044,2014,ford,10500,126052,silver,good,gas,automatic,sedan
5045,2014,mercedes-benz,22000,100000,black,fair,diesel,automatic,van
5046,2014,2014,5000,155000,blue,good,gas,automatic,sedan
5047,2007,2007,20000,122332,yellow,good,gas,automatic,SUV
5048,1997,ford,3000,250000,red,fair,gas,automatic,truck
5049,2015,jeep,14488,105187,black,good,gas,automatic,SUV
5050,2016,toyota,21988,152351,black,good,gas,automatic,SUV
5051,2014,subaru,16488,111831,red,good,gas,automatic,SUV
5052,2014,gmc,11488,140974,blue,good,gas,automatic,SUV
5053,2012,NISSAN,10988,90911,silver,good,gas,automatic,SUV
5054,2010,acura,9500,195000,grey,good,gas,automatic,SUV
5055,2011,kia,8000,141000,red,good,gas,automatic,SUV
5056,2006,Ford,1250,215000,silver,fair,gas,automatic,SUV
5057,1997,jeep,3500,320,silver,good,gas,automatic,SUV
5058,2001,bmw,4300,190,black,good,gas,manual,coupe
5059,2006,Jeep,4700,221000,blue,good,gas,automatic,SUV
5060,2016,Kia,13950,71009,grey,good,gas,automatic,wagon
5061,2017,Kia,18950,29396,red,good,gas,automatic,sedan
5062,2016,Chevrolet,22350,30636,black,good,gas,automatic,SUV
5063,2006,porsche,7200,112345,silver,good,gas,manual,convertible
5064,2017,Toyota,19950,47667,white,good,gas,automatic,sedan
5065,1989,toyota,10000,151000,grey,good,gas,automatic,SUV
5066,2019,Subaru,30400,32167,custom,good,gas,automatic,wagon
5067,2016,Subaru,23900,75677,blue,good,gas,manual,sedan
5068,2017,Subaru,18900,90975,grey,good,gas,automatic,sedan
5069,2019,Subaru,34400,31129,blue,good,gas,manual,sedan
5070,2017,Subaru,24400,23294,white,good,gas,manual,sedan
5071,2016,Volkswagen,20900,59451,grey,good,gas,manual,hatchback
5072,2013,Subaru,22900,61977,white,good,gas,manual,sedan
5073,2015,Subaru,16900,51763,grey,good,gas,automatic,wagon
5074,2016,Honda,29900,79849,blue,good,gas,automatic,SUV
5075,1981,Chevrolet,900,51403,blue,fair,gas,automatic,pickup
5076,2014,Subaru,14597,150090,white,good,other,automatic,SUV
5077,2014,Volkswagen,17297,66984,black,good,other,automatic,hatchback
5078,2019,Toyota,40497,24238,white,good,other,automatic,sedan
5079,2015,VOLKSWAGEN,13900,118740,black,good,gas,automatic,sedan
5080,1963,ford,3500,11000,white,good,gas,manual,pickup
5081,2013,BMW,14500,114656,black,good,gas,automatic,SUV
5082,2004,2004,6500,194000,silver,good,gas,manual,coupe
5083,2007,BMW,7500,142000,blue,good,gas,manual,sedan
5084,1999,bmw,19500,69127,blue,good,gas,manual,convertible
5085,2006,hummer,8998,190000,blue,good,gas,automatic,SUV
5086,1997,Chevy,6500,220000,black,fair,gas,automatic,pickup
5087,2008,2008,7998,150000,black,good,gas,automatic,SUV
5088,2007,honda,6998,150000,blue,good,gas,automatic,sedan
5089,2003,volkswagen,2998,188000,green,good,gas,automatic,wagon
5090,2002,honda,2998,244000,silver,good,gas,automatic,van
5091,2002,honda,2998,325000,white,good,gas,automatic,SUV
5093,2007,honda,5998,177000,black,good,gas,automatic,sedan
5094,2012,Acura,22990,34589,silver,good,other,automatic,sedan
5095,2014,dodge,11500,140000,black,good,gas,automatic,truck
5096,2005,honda,5998,221000,silver,good,gas,automatic,SUV
5097,2011,Ram,19990,82300,green,good,gas,other,pickup
5098,2004,jeep,5998,173000,silver,good,gas,automatic,SUV
5099,2012,Volkswagen,17990,73606,white,good,gas,automatic,sedan
5100,2007,volkswagen,3998,183000,white,good,gas,automatic,sedan
5101,2008,saturn,3998,153000,white,good,gas,automatic,hatchback
5102,2011,Buick,18590,28340,white,good,gas,other,sedan
5104,2012,Toyota,18990,45162,silver,good,gas,other,wagon
5105,2013,Chrysler,22590,37689,black,good,gas,automatic,sedan
5106,2017,Ram,27990,39496,white,good,other,other,pickup
5107,2014,BMW,30990,44271,black,good,gas,automatic,sedan
5108,2018,Ford,24990,10581,silver,good,gas,other,sedan
5109,2016,Chevrolet,18590,64808,red,good,gas,automatic,sedan
5110,2021,Toyota,28990,15397,black,good,gas,automatic,sedan
5111,2013,Hyundai,20990,74539,black,good,other,other,coupe
5112,2019,Cadillac,35590,14276,black,good,gas,other,sedan
5113,2015,land,70000,29000,blue,good,gas,automatic,SUV
5114,2016,Chevrolet,16990,72223,silver,good,other,automatic,sedan
5115,2014,Dodge,20990,33231,blue,good,other,other,van
5117,2016,Chevrolet,16990,71681,silver,good,gas,automatic,sedan
5118,1999,Jeep,2500,250000,red,fair,gas,automatic,SUV
5119,2018,Mercedes-Benz,36990,45023,black,good,other,other,van
5120,2020,Kia,21990,2073,black,good,other,other,sedan
5121,2018,MAZDA,24990,18000,black,good,gas,other,sedan
5122,2015,Toyota,36590,8221,silver,good,gas,other,pickup
5124,2011,Volvo,16990,76314,red,good,other,other,sedan
5125,2001,toyota,1500,175000,white,fair,gas,automatic,mini-van
5126,2018,Acura,27590,41570,white,good,gas,automatic,sedan
5127,2015,Mercedes-Benz,37990,38130,white,good,other,automatic,coupe
5128,2019,Ram,27590,40578,white,good,gas,other,pickup
5130,2010,Ford,18590,80045,white,good,gas,other,pickup
5131,2016,Nissan,25990,76348,white,good,gas,other,pickup
5132,2014,BMW,16990,49429,orange,good,electric,other,hatchback
5133,2016,Chevrolet,17990,55679,white,good,gas,automatic,sedan
5136,2007,HYUNDAI,6495,112585,white,good,gas,automatic,mini-van
5137,2009,GMC,6995,158015,brown,good,gas,automatic,SUV
5138,2008,FORD,6995,175422,silver,good,gas,automatic,SUV
5139,2004,TOYOTA,6995,177859,silver,good,gas,automatic,mini-van
5140,2005,HONDA,6495,212619,green,good,gas,automatic,SUV
5141,2005,BMW,9995,105536,black,good,gas,automatic,coupe
5142,2005,BMW,6995,176365,black,good,gas,automatic,SUV
5143,2007,KIA,5495,225404,silver,good,gas,automatic,mini-van
5144,2004,SUBARU,5995,211535,black,good,gas,manual,sedan
5145,2003,AUDI,6995,63095,blue,good,gas,automatic,convertible
5146,2003,BMW,4995,178723,black,good,gas,automatic,sedan
5147,2008,LAND,8495,178049,black,good,gas,automatic,SUV
5148,2004,FORD,5995,99501,silver,good,gas,automatic,mini-van
5149,2003,MITSUBISHI,3250,169749,silver,fair,gas,automatic,SUV
5150,2007,JEEP,5995,221556,silver,good,gas,automatic,SUV
5151,2005,SAAB,4495,134241,black,good,gas,automatic,sedan
5152,2001,BMW,5250,166761,silver,good,gas,manual,SUV
5153,2013,MAZDA,15990,44719,black,good,gas,other,sedan
5154,2007,BMW,21995,79325,silver,good,gas,automatic,convertible
5155,1998,MERCEDES,5495,170609,silver,good,gas,automatic,SUV
5156,2006,MERCEDES,6495,173051,white,good,gas,automatic,sedan
5157,1999,Jeep,9900,152000,white,good,gas,automatic,SUV
5158,2002,VOLVO,4995,175711,silver,good,gas,automatic,wagon
5159,2007,SATURN,4495,180023,green,good,gas,manual,SUV
5160,2019,Toyota,26990,10949,silver,good,other,other,hatchback
5161,2000,NISSAN,5495,201650,grey,good,gas,automatic,SUV
5162,2014,Audi,24990,65348,black,good,other,automatic,coupe
5163,2007,JEEP,6995,170583,white,good,gas,automatic,SUV
5165,2019,Genesis,37590,13265,blue,good,gas,other,sedan
5166,2000,NISSAN,6995,143033,grey,good,gas,automatic,truck
5167,2012,Chevrolet,17990,33034,black,good,gas,other,sedan
5168,2005,MERCEDES,6995,172773,silver,good,gas,automatic,wagon
5169,2016,Chevrolet,22590,11634,white,good,gas,automatic,sedan
5170,2009,DODGE,7995,178243,white,good,gas,automatic,SUV
5171,2008,AUDI,5495,142447,grey,good,gas,automatic,sedan
5172,2006,DODGE,4750,196227,grey,good,gas,automatic,SUV
5173,2008,FORD,6995,205371,white,good,gas,automatic,truck
5174,2005,FORD,4495,163837,blue,good,gas,automatic,SUV
5175,2011,FORD,7995,158003,blue,good,gas,automatic,SUV
5176,2009,FORD,3995,194165,blue,good,gas,automatic,SUV
5177,2007,FORD,5995,162281,red,good,gas,automatic,SUV
5178,2008,LAND,4995,131723,orange,good,gas,automatic,SUV
5179,1998,MERCEDES,3995,113266,silver,good,gas,automatic,SUV
5180,2006,DODGE,3995,138115,blue,good,gas,automatic,mini-van
5181,2006,FORD,3995,168879,grey,good,gas,automatic,SUV
5182,2001,LEXUS,3495,151467,silver,good,gas,automatic,sedan
5237,2003,FORD,3995,178023,grey,good,gas,automatic,SUV
5238,2000,LEXUS,3995,185416,white,good,gas,automatic,SUV
5240,2003,LEXUS,2995,243216,white,good,gas,automatic,SUV
5241,1983,JAGUAR,4995,90152,yellow,good,gas,automatic,sedan
5242,2004,infiniti,5495,199596,silver,good,gas,automatic,SUV
5243,2004,volvo,4995,168694,silver,good,gas,automatic,SUV
5244,2006,ford,3495,169531,white,good,gas,automatic,wagon
5245,2001,volvo,2750,213215,silver,good,gas,automatic,sedan
5246,2003,CADILLAC,6995,183590,grey,good,gas,automatic,SUV
5247,2006,BUICK,3995,177814,silver,good,gas,automatic,SUV
5248,2010,FORD,5995,174979,blue,good,gas,automatic,SUV
5249,1999,LEXUS,4495,210727,silver,good,gas,automatic,SUV
5250,2007,INFINITI,6750,222587,white,good,gas,automatic,SUV
5251,2003,MERCEDES,12995,121069,black,good,gas,automatic,coupe
5252,2011,JEEP,6750,179956,black,good,gas,automatic,SUV
5253,2002,FORD,3995,226978,silver,good,gas,automatic,SUV
5254,2006,SUBARU,5995,154707,grey,good,gas,automatic,SUV
5255,2003,JEEP,3995,187355,purple,good,gas,automatic,SUV
5256,2006,DODGE,5995,146813,silver,good,gas,automatic,truck
5257,2009,SUBARU,5995,176235,grey,good,gas,automatic,sedan
5258,2006,VOLKSWAGEN,5495,152443,white,good,gas,automatic,sedan
5259,2005,CADILLAC,7995,162893,black,good,gas,automatic,SUV
5260,2008,HONDA,6995,181792,silver,good,gas,automatic,mini-van
5261,2001,LEXUS,4495,149521,grey,good,gas,automatic,SUV
5262,2012,CHEVROLET,12995,86098,white,good,gas,automatic,sedan
5263,2004,AUDI,5995,159091,blue,good,gas,automatic,wagon
5264,2005,VOLKSWAGEN,6995,161713,blue,good,gas,automatic,SUV
5265,2002,CHEVROLET,6995,212618,silver,good,gas,automatic,SUV
5266,2010,GMC,8995,144328,silver,good,gas,automatic,SUV
5267,2006,SUBARU,4995,231431,silver,good,gas,manual,wagon
5268,2006,JEEP,6995,182832,grey,good,gas,automatic,SUV
5269,2006,FORD,4995,214940,silver,good,gas,automatic,SUV
5270,2005,CHEVROLET,4995,181516,white,good,gas,automatic,SUV
5271,2006,SATURN,5495,139567,grey,good,gas,automatic,SUV
5272,2002,AUDI,6495,143964,black,good,gas,automatic,wagon
5273,2006,BMW,6995,126300,grey,good,gas,automatic,sedan
5274,2014,Subaru,24990,29129,green,good,gas,automatic,hatchback
5275,2004,MAZDA,1995,213461,grey,fair,gas,automatic,SUV
5276,2008,LINCOLN,1995,125096,black,fair,gas,automatic,sedan
5277,2009,MINI,3995,86538,red,fair,gas,manual,sedan
5278,2004,FORD,5995,174425,blue,fair,gas,automatic,truck
5279,2012,Ford,15590,24889,white,good,electric,other,hatchback
5280,2003,FORD,5995,158359,silver,good,diesel,automatic,SUV
5281,2009,MAZDA,2995,112541,white,good,gas,automatic,SUV
5282,2005,HONDA,5495,220168,silver,good,gas,automatic,mini-van
5283,2002,MITSUBISHI,5495,154492,white,good,gas,automatic,convertible
5284,2018,Kia,27990,14293,white,good,other,other,wagon
5285,2006,INFINITI,7995,187637,silver,good,gas,automatic,sedan
5286,2006,HONDA,6495,220998,blue,good,gas,automatic,SUV
5287,2004,HYUNDAI,5995,187254,white,good,gas,automatic,SUV
5288,2007,AUDI,6995,187254,silver,good,gas,automatic,SUV
5289,2007,VOLVO,5995,171742,black,good,gas,automatic,wagon
5290,2006,BMW,6995,147055,blue,good,gas,automatic,SUV
5291,2002,BMW,6995,144421,black,good,gas,automatic,SUV
5292,2006,VOLVO,4995,170526,silver,good,gas,automatic,wagon
5293,1997,CHEVROLET,13995,112303,black,good,gas,manual,coupe
5294,2018,Ford,30590,12270,white,good,gas,other,pickup
5295,2006,MERCEDES,8495,101279,silver,good,gas,automatic,SUV
5296,2008,FORD,2995,182337,white,good,gas,automatic,truck
5297,2011,HYUNDAI,3495,188674,blue,fair,gas,automatic,SUV
5298,2002,MAZDA,1995,174828,green,fair,gas,automatic,SUV
5299,2010,MAZDA,1495,177734,grey,fair,gas,automatic,hatchback
5300,2005,KIA,1995,177610,black,fair,gas,manual,SUV
5301,2003,CADILLAC,7495,219247,black,good,gas,automatic,SUV
5302,2001,MAZDA,1200,137920,silver,fair,gas,automatic,mini-van
5303,2000,ISUZU,1995,101095,white,fair,gas,manual,SUV
5304,2006,PONTIAC,1995,140318,grey,fair,gas,automatic,SUV
5305,1997,AUDI,1495,115496,blue,fair,gas,automatic,wagon
5306,2006,AUDI,6995,125452,blue,good,gas,automatic,sedan
5307,2005,FORD,5995,188133,silver,good,gas,automatic,SUV
5308,2014,VOLVO,6995,152060,brown,good,gas,automatic,sedan
5309,2007,LEXUS,4995,199657,black,good,gas,automatic,SUV
5310,1998,GMC,4995,159978,grey,good,gas,automatic,SUV
5311,1993,jeep,3700,217000,green,fair,gas,automatic,SUV
5312,2011,mazda,6999,170222,grey,good,gas,automatic,SUV
5313,2010,volvo,8500,147000,blue,good,gas,automatic,SUV
5314,2001,dodge,2150,265550,grey,good,gas,automatic,SUV
5315,2013,ford,4800,104000,red,good,gas,manual,hatchback
5316,1999,crystler,2001,141500,green,good,gas,automatic,coupe
5317,2015,Nissan,10500,99987,white,good,gas,automatic,SUV
5318,2002,Ford,5500,292000,red,good,gas,automatic,truck
5319,2008,bmw,7500,127000,silver,good,gas,automatic,SUV
5320,2017,nissan,16500,80844,black,good,gas,automatic,SUV
5321,2002,ford,5500,292000,red,good,gas,automatic,truck
5322,2009,nissan,7500,166000,brown,good,gas,automatic,SUV
5323,2007,GMC,5000,259042,white,good,gas,automatic,pickup
5324,1989,toyota,11000,175000,grey,good,gas,manual,hatchback
5325,2007,toyota,12000,151210,white,good,gas,automatic,SUV
5326,2008,volkswagen,5500,130260,silver,good,gas,manual,sedan
5327,2014,TOYOTA,26000,161200,black,good,gas,automatic,mini-van
5328,2008,volvo,6200,170000,white,good,gas,automatic,sedan
5329,2006,2006,3000,180000,silver,fair,hybrid,automatic,hatchback
5330,2012,chevrolet,4000,162000,white,good,gas,automatic,sedan
5331,2007,Toyota,18500,142800,black,good,gas,automatic,truck
5332,2010,jeep,13000,125000,black,good,gas,automatic,SUV
5333,2014,gmc,20000,179219,white,good,gas,automatic,pickup
5334,2002,Bmw,5000,176193,silver,good,gas,manual,coupe
5335,2001,chevy,4000,294000,white,fair,gas,automatic,van
5336,2001,2001,2500,274800,white,fair,gas,automatic,sedan
5337,2004,dodge,3500,200000,black,good,gas,automatic,truck
5338,2005,2005,3500,157856,white,good,gas,automatic,SUV
5339,2006,lexus,4900,184309,green,good,gas,automatic,SUV
5340,1994,chevy,9400,86000,white,good,gas,automatic,van
5341,1997,bmw,9900,54000,blue,good,gas,manual,convertible
5342,1978,Saab,1499,79000,green,good,gas,manual,sedan
5343,2004,2004,7500,20,purple,good,gas,automatic,sedan
5344,2007,dodge,17000,325000,grey,good,diesel,automatic,pickup
5345,2008,saab,3500,140372,silver,good,gas,manual,sedan
5346,2014,Volkswagen,9000,145000,grey,good,gas,automatic,sedan
5347,1985,ford,6000,123456,black,good,gas,manual,hatchback
5348,2015,nissan,10950,70900,black,good,gas,automatic,sedan
5349,2007,toyota,6000,215000,grey,good,gas,automatic,SUV
5421,2006,audi,7000,105000,red,good,gas,manual,sedan
5422,2011,subaru,8250,152500,black,fair,gas,automatic,SUV
5424,2006,kia,3900,114000,green,good,gas,automatic,SUV
5425,2007,toyota,9000,90300,silver,good,gas,automatic,sedan
5426,1966,ford,20000,37763,red,good,gas,automatic,coupe
5427,2009,chevrolet,4900,340000,white,good,gas,automatic,sedan
5428,1996,1996,2250,108000,white,good,gas,manual,wagon
5429,2009,cadillac,14999,145000,blue,good,hybrid,automatic,SUV
5430,2000,pontiac,1100,219002,silver,fair,gas,automatic,sedan
5431,2006,toyota,9000,228000,white,good,gas,automatic,SUV
5432,1999,BMW,6500,189000,white,good,gas,automatic,sedan
5433,2013,chevy,5600,93049,blue,good,gas,automatic,sedan
5434,2008,dodge,14000,250000,blue,good,diesel,manual,truck
5435,1968,ford,7500,133500,blue,good,gas,automatic,pickup
5436,1983,ford,3900,149000,white,good,gas,manual,truck
5437,2019,Subaru,25899,99580,green,good,gas,automatic,hatchback
5438,2017,Toyota,33499,93490,white,good,gas,automatic,pickup
5439,2016,Toyota,33499,98839,white,good,gas,automatic,pickup
5440,2017,Genesis,29990,39160,blue,good,other,other,sedan
5441,2018,Chrysler,35590,4824,black,good,gas,other,van
5442,2018,Hyundai,22990,41146,white,good,other,automatic,hatchback
5443,2017,Nissan,33990,46494,white,good,gas,other,pickup
5445,2016,smart,16990,33944,black,good,other,automatic,coupe
5446,2015,Toyota,19990,50223,blue,good,gas,automatic,hatchback
5448,2013,Scion,22990,38315,orange,good,other,manual,coupe
5449,2012,Chevrolet,36590,32783,white,good,other,automatic,coupe
5451,2020,Mercedes-Benz,37990,9100,black,good,other,other,sedan
5452,2015,Nissan,18590,52158,white,good,gas,automatic,hatchback
5453,2013,honda,13900,47992,grey,good,gas,automatic,sedan
5454,2019,Honda,27990,3341,white,good,gas,automatic,sedan
5455,2014,Scion,20590,8578,blue,good,gas,other,coupe
5456,1999,toyota,11500,175400,red,good,gas,manual,pickup
5457,2021,Hyundai,35990,6267,white,good,other,other,sedan
5459,2012,Lexus,31590,45862,white,good,other,automatic,sedan
5461,2014,Ford,19990,36300,silver,good,gas,automatic,sedan
5463,2017,Honda,32990,39449,black,good,other,other,pickup
5465,2013,MAZDA,16590,64285,silver,good,gas,automatic,van
5466,2017,Honda,24990,12841,blue,good,other,automatic,hatchback
5467,2009,jeep,14500,146650,red,good,gas,automatic,SUV
